Город,Страна,lat,lng,Население,Аб2,Аб3
Макатуба,Бразилия,-22.5022,-48.7114,17013.0,BR,BRA
Бабенхаузен,Германия,49.9624,авг.33,16834.0,DE,DEU
Шварценберг,Германия,50.5453,дек.92,16723.0,DE,DEU
Фундамент,Бразилия,-19.9328,-40.4069,17025.0,BR,BRA
Мартинсикуро,Италия,42.8851,13.916,15992.0,IT,ITA
Пыльца,Испания,39.8772,3.0164,16969.0,ES,ESP
Гаврилов-Ям,Россия,57.3,39.85,17057.0,RU,RUS
Мицяо,Китай,35.4991,108.2949,16886.0,CN,CHN
Улад Амране,Марокко,32.2833,-9.2333,16979.0,MA,MAR
Честное слово,Соединенные Штаты,38.9861,-76.5519,17074.0,US,USA
Мензелинск,Россия,55.7167,53.0833,17055.0,RU,RUS
Торре Маджоре,Италия,41.6833,15.2833,17069.0,IT,ITA
Могио,Франция,43.6164,4.0075,16735.0,FR,FRA
ФилиаЕџи,Румыния,44.5539,23.529,16900.0,RO,ROU
Бан Чо,Таиланд,15.0311,102.1381,16527.0,TH,THA
Хоангуа Фриа,Бразилия,-11.8669,-38.7669,17043.0,BR,BRA
Стэнли,Великобритания,53.7145,-1.476,15314.0,GB,GBR
Притц,Германия,54.2367,окт.22,15958.0,DE,DEU
Санто - Томас - де - Бенико,Доминиканская Республика,19.апр,-70.8,16993.0,DO,DOM
Гленвар-Хайтс,Соединенные Штаты,25.709,-80.3156,17065.0,US,USA
Гроттаммаре,Италия,42.9891,13.8681,16166.0,IT,ITA
Эхеа-де-лос-Кабальерос,Испания,42.1292,-1.1372,17036.0,ES,ESP
Туринск,Россия,58.0333,63.7,17060.0,RU,RUS
Покров,Россия,55.9178,39.175,17025.0,RU,RUS
Капела,Бразилия,-9.4075,-36.0736,16979.0,BR,BRA
Холмы Палос,Соединенные Штаты,41.6986,-87.8266,17060.0,US,USA
Селвин,Канада,44.4167,-78.3333,17060.0,CA,CAN
Анноней,Франция,45.24,апр.08,16288.0,FR,FRA
Сельцо,Россия,53.3694,34.1,16554.0,RU,RUS
Зафра,Испания,38.4167,-6.4167,16786.0,ES,ESP
Веделаго,Италия,45.6833,12.0167,16781.0,IT,ITA
Синт-Круис,Бельгия,51.2139,мар.03,15892.0,BE,BEL
Кхед,Индия,17.72,73.38,16892.0,IN,IND
Дипхольц,Германия,52.6072,авг.11,16882.0,DE,DEU
Камано,Соединенные Штаты,48.1865,-122.4708,17042.0,US,USA
Гвадаррама,Испания,40.6728,-4.0889,16747.0,ES,ESP
Дунцзяншуй,Китай,33.3792,104.9516,16816.0,CN,CHN
Дакаочжуан,Китай,37.5546,114.9316,16709.0,CN,CHN
Губен,Германия,51.9533,14.7167,16656.0,DE,DEU
Ретиро,Колумбия,6.0597,-75.5039,16974.0,CO,COL
Валенсия,Эквадор,-0.9525,-79.3531,16983.0,EC,ECU
ЧернаводДѓ,Румыния,44.3381,28.0336,17022.0,RO,ROU
Санта-Мара,Аргентина,-26.6833,-66.0333,17030.0,AR,ARG
Коста-Маркес,Бразилия,-12.445,-64.2272,17031.0,BR,BRA
Хаслемир,Великобритания,51.09,-0.712,16826.0,GB,GBR
Лючуань,Китай,26.6549,108.5876,16950.0,CN,CHN
Сент-Эндрюс,Великобритания,56.3404,-2.7955,16680.0,GB,GBR
Монтегю,Южная Африка,-33.7833,20.1167,15176.0,ZA,ZAF
Батуко,Чили,-33.2299,-70.8085,16784.0,CL,CHL
БытГіw,Польша,54.1667,17.май,16888.0,PL,POL
Ихоси,Мадагаскар,-22.3996,46.1167,16990.0,MG,MDG
Скордия,Италия,37.3,14.85,16919.0,IT,ITA
Стриатор,Соединенные Штаты,41.1244,-88.8296,17021.0,US,USA
Компалле,Индия,17.4993,78.4583,15575.0,IN,IND
Самарат,Италия,45.6167,авг.33,16018.0,IT,ITA
Росарио Оэсте,Бразилия,-14.8358,-56.4278,17016.0,BR,BRA
Уайкофф,Соединенные Штаты,40.9989,-74.1676,17017.0,US,USA
Брукфилд,Соединенные Штаты,41.4674,-73.3923,17016.0,US,USA
Лентате суль Севезо,Италия,45.6784,9.1219,15878.0,IT,ITA
Люгоцзю,Китай,38.2571,110.3597,16929.0,CN,CHN
Сан-Хуан-Лалана,Мексика,17.4667,-95.8833,16972.0,MX,MEX
Амбриз,Ангола,-7.85,13.1167,17000.0,AO,AGO
Айуаба,Бразилия,-6.5739,-40.1239,16997.0,BR,BRA
Штеффисбург,Швейцария,46.7831,июл.33,15816.0,CH,CHE
Жерикоакоара,Бразилия,-2.7939,-40.5128,17002.0,BR,BRA
Зеехайм-Югенхайм,Германия,49.7667,авг.65,16411.0,DE,DEU
Восточный Лампетер,Соединенные Штаты,40.0375,-76.2162,16996.0,US,USA
Осова,Польша,54.4272,18.4708,15843.0,PL,POL
Гваделупе Виктория,Мексика,19.323,-97.3687,16923.0,MX,MEX
Буйвол,Соединенные Штаты,45.1796,-93.8644,16993.0,US,USA
Линкольн,Соединенные Штаты,40.1508,-89.3721,16993.0,US,USA
Грейнджмут,Великобритания,56.012,-3.717,16650.0,GB,GBR
Сира,Бразилия,-27.1489,-52.3108,16936.0,BR,BRA
Ашмяны,Беларусь,54.425,25.9375,16966.0,BY,BLR
Арея Бранка,Бразилия,-10.7578,-37.315,16857.0,BR,BRA
GrГiijec,Польша,51.8656,20.8675,16758.0,PL,POL
Сесснок,Австралия,-32.8342,151.3555,15177.0,AU,AUS
Силакауга,Соединенные Штаты,33.1778,-86.2606,16982.0,US,USA
Окономовок,Соединенные Штаты,43.0995,-88.495,16981.0,US,USA
Джавено,Италия,45.0333,июл.35,16747.0,IT,ITA
Азеффун,Алжир,36.8961,апр.04,16847.0,DZ,DZA
Джилотепек,Мексика,19.6113,-96.9224,16682.0,MX,MEX
Сада,Испания,43.35,-8.25,16382.0,ES,ESP
Сен-Жюльен-ан-Женевуа,Франция,46.1442,6.0842,15509.0,FR,FRA
Турлавиль,Франция,49.6408,-1.5789,16040.0,FR,FRA
Вебстер,Соединенные Штаты,42.0521,-71.8485,16973.0,US,USA
Форт Хант,Соединенные Штаты,38.7361,-77.0589,16973.0,US,USA
MГЎtГ©szalka,Венгрия,47.9431,22.3167,16576.0,HU,HUN
Лоялист,Канада,44.25,-76.75,16971.0,CA,CAN
Фениксвилл,Соединенные Штаты,40.1358,-75.5201,16968.0,US,USA
Хирпай,Индия,22.711,87.6174,16384.0,IN,IND
Норталлертон,Великобритания,54.3378,-1.4285,15741.0,GB,GBR
Терра Санта,Бразилия,-2.1039,-56.4869,16949.0,BR,BRA
Римст,Бельгия,50.8089,май.19,16665.0,BE,BEL
Сан-Хасинто-Амильпас,Мексика,17.янв,-96.7667,15720.0,MX,MEX
Серро Азул,Бразилия,-24.8239,-49.2608,16938.0,BR,BRA
Пран Бури,Таиланд,дек.39,99.9159,16851.0,TH,THA
Крапковице,Польша,50.4751,17.9654,16721.0,PL,POL
Астен,Нидерланды,51.4031,май.72,16710.0,NL,NLD
AmГ©Рика Доурада,Бразилия,-11.455,-41.4358,16923.0,BR,BRA
Коллекция«ru,Индия,16.1833,80.8,16079.0,IN,IND
Горный дом,Соединенные Штаты,43.1324,-115.6972,16945.0,US,USA
Нератовице,Чехия,50.2593,14.5177,16138.0,CZ,CZE
Сан-Хосе-де-Чикитос,Боливия,-17.85,-60.75,16942.0,BO,BOL
Америкус,Соединенные Штаты,32.0736,-84.2249,16939.0,US,USA
Бан Тхунг Там Сао,Таиланд,июн.81,100.3207,16344.0,TH,THA
Республика,Соединенные Штаты,37.1452,-93.4446,16938.0,US,USA
Рейнхайм,Германия,49.8261,авг.48,16346.0,DE,DEU
Тубаран,Филиппины,июл.67,124.1667,16896.0,PH,PHL
Кельхайм,Германия,48.9167,ноя.67,16714.0,DE,DEU
Верхний Чичестер,Соединенные Штаты,39.8414,-75.4421,16929.0,US,USA
Дорментес,Бразилия,-8.4469,-40.7708,16917.0,BR,BRA
Северния,Бразилия,-20.8089,-48.8028,16806.0,BR,BRA
Агра Брианца,Италия,45.5783,сен.22,15540.0,IT,ITA
Ратба,Марокко,34.7833,-4.9333,16825.0,MA,MAR
Хольцкирхен,Германия,47.8833,11.июл,16581.0,DE,DEU
Рено Буэно,Чили,-40.3337,-72.9568,16909.0,CL,CHL
Дехкен,Иран,31.94,51.6478,16899.0,IR,IRN
ШахбДЃ,Сирия,32.8539,36.6294,16745.0,SY,SYR
Лемей,Соединенные Штаты,38.5325,-90.2845,16918.0,US,USA
Со Каэтано де Одивелас,Бразилия,-0.75,-48.02,16891.0,BR,BRA
Дилижан,Армения,40.7408,44.8631,16600.0,AM,ARM
Япаратуба,Бразилия,-10.5928,-36.94,16864.0,BR,BRA
Жуковка,Россия,53.5339,33.7281,16878.0,RU,RUS
Буда,Соединенные Штаты,30.0856,-97.8472,16906.0,US,USA
Кумаге,Япония,34.0495,131.969,16666.0,JP,JPN
Йодо,Япония,34.3906,135.79,16469.0,JP,JPN
Кацуура,Япония,35.1525,140.3211,16723.0,JP,JPN
Тичи,Алжир,36.6675,5.1601,16546.0,DZ,DZA
Сан - Педро - ду - Сул,Португалия,40.75,-8.0667,16851.0,PT,PRT
Гуаре,Бразилия,-23.3728,-48.1842,16867.0,BR,BRA
Альфаджаюкан,Мексика,20.апр,-99.35,16859.0,MX,MEX
Катлервилль,Соединенные Штаты,42.8405,-85.6739,16895.0,US,USA
Марбах-ам-Неккар,Германия,48.9406,сен.75,16008.0,DE,DEU
Чалчихуитн,Мексика,16.9667,-92.65,16803.0,MX,MEX
Хайдеггеры,Венгрия,47.85,21.4333,16828.0,HU,HUN
Менемен,Турция,38.6,27.0667,16588.0,TR,TUR
Митрапур,Индия,24.4371,87.9666,15452.0,IN,IND
Альто-Санто,Бразилия,-5.5208,-38.2719,16876.0,BR,BRA
Калвертон,Соединенные Штаты,39.0578,-76.9488,16888.0,US,USA
в™Ан Абесса,Алжир,36.3,5.295,16770.0,DZ,DZA
Гейнсвилл,Соединенные Штаты,33.6391,-97.1488,16886.0,US,USA
Джанаккала,Финляндия,60.9167,24.65,16853.0,FI,FIN
Хеумен,Нидерланды,51.7656,май.33,16486.0,NL,NLD
Лейн,Италия,45.1836,июл.53,16375.0,IT,ITA
Стар Субов,Словакия,49.3167,20.6833,16348.0,SK,SVK
Собрадо де Пайва,Португалия,41.0333,-8.2667,16733.0,PT,PRT
Соусбридж,Соединенные Штаты,42.0604,-72.0338,16878.0,US,USA
Бонито,Бразилия,-11.9658,-41.2669,16873.0,BR,BRA
Уилтон,Соединенные Штаты,43.1502,-73.7276,16877.0,US,USA
Хоэнемс,Австрия,47.3667,сен.67,16317.0,AT,AUT
Миртл Грове,Соединенные Штаты,30.4158,-87.3028,16875.0,US,USA
Берштадт,Германия,49.6414,авг.46,16398.0,DE,DEU
Медицина,Италия,44.4833,ноя.33,16768.0,IT,ITA
Сьерре,Швейцария,46.2918,7.532,16860.0,CH,CHE
Син-ле-Нобл,Франция,50.3631,3.1131,15522.0,FR,FRA
Бойсун,Узбекистан,38.2122,67.1989,16732.0,UZ,UZB
Сент-Луис,Соединенные Штаты,38.7846,-90.7886,16864.0,US,USA
Мидленд,Канада,44.75,-79.8833,16864.0,CA,CAN
Брукмюэль,Германия,47.8833,ноя.67,16534.0,DE,DEU
Эсте,Италия,45.2333,ноя.67,16364.0,IT,ITA
Сиговилл,Соединенные Штаты,32.653,-96.5455,16861.0,US,USA
Колвуд,Канада,48.4236,-123.4958,16859.0,CA,CAN
Белла Виста,Парагвай,-22.1296,-56.52,16852.0,PY,PRY
Диксмайд,Бельгия,51.0333,фев.67,16739.0,BE,BEL
Чинампа-де-Горостиза,Мексика,21.3667,-97.7333,16741.0,MX,MEX
Вестерворт,Нидерланды,51.9667,май.67,14944.0,NL,NLD
ТеджуГ§уока,Бразилия,-3.9889,-39.5808,16827.0,BR,BRA
Уаузган,Марокко,35.0167,-4.5167,16772.0,MA,MAR
Кресент-Сити,Соединенные Штаты,41.7727,-124.1902,16849.0,US,USA
Эскублак,Франция,47.2858,-2.3922,16117.0,FR,FRA
Локарно,Швейцария,46.1664,авг.97,16012.0,CH,CHE
Вальегранде,Боливия,-18.4894,-64.1083,16837.0,BO,BOL
Заальфельден-ам-Штайнернен-Меер,Австрия,47.4269,дек.83,16700.0,AT,AUT
Монесильо,Италия,44.4667,8.1167,16631.0,IT,ITA
Стшегом,Польша,51.0,16.3333,16650.0,PL,POL
Чампулунг Молдовенеск,Румыния,47.5308,25.5514,16722.0,RO,ROU
Эль Эскориал,Испания,40.5817,-4.1258,16594.0,ES,ESP
Сен-Максимин-ла-Сент-Бом,Франция,43.4533,май.19,16574.0,FR,FRA
Пикаюн,Соединенные Штаты,30.5322,-89.6724,16832.0,US,USA
Кампу-ду-Бриту,Бразилия,-10.7328,-37.4928,16749.0,BR,BRA
Иглино,Россия,54.8385,56.4232,16811.0,RU,RUS
Разжигающий,Китай,40.8754,117.6978,16717.0,CN,CHN
Баньякавалло,Италия,44.4169,ноя.61,16780.0,IT,ITA
Сиди Ламин,Марокко,32.9,-6.05,16808.0,MA,MAR
ПиндаГ,Бразилия,-14.4928,-42.6869,16805.0,BR,BRA
Джибла,Йемен,13.9167,44.15,15431.0,YE,YEM
Итарири,Бразилия,-24.2888,-47.1332,16759.0,BR,BRA
Роуздейл,Соединенные Штаты,35.3887,-119.2058,16820.0,US,USA
Норт-Миртл-Бич,Соединенные Штаты,33.823,-78.7089,16819.0,US,USA
Остров,Чехия,50.306,дек.92,16491.0,CZ,CZE
Педра Прета,Бразилия,-16.6228,-54.4739,16811.0,BR,BRA
Ганценхаузен,Германия,49.1147,окт.42,16614.0,DE,DEU
Уэйн,Соединенные Штаты,42.2774,-83.3877,16814.0,US,USA
Центральный Саанич,Канада,48.5142,-123.3839,16814.0,CA,CAN
Ла-Пас,Филиппины,17.6746,120.6864,16493.0,PH,PHL
ВендЕтта,Франция,47.7928,1.0656,16133.0,FR,FRA
Бемиджи,Соединенные Штаты,47.4828,-94.8796,16807.0,US,USA
Сум,Бразилия,-7.6719,-36.88,16784.0,BR,BRA
Каштанхилл,Соединенные Штаты,40.9568,-75.4183,16803.0,US,USA
Кусима,Япония,31.4645,131.2284,16744.0,JP,JPN
Лониго,Италия,45.3833,ноя.33,16466.0,IT,ITA
Гудлетсвилл,Соединенные Штаты,36.3327,-86.7029,16798.0,US,USA
Паджапита,Гватемала,14.7243,-92.0334,16600.0,GT,GTM
Каухава,Финляндия,63.1014,23.0639,16784.0,FI,FIN
Микуми,Танзания,-7.3996,36.98,16780.0,TZ,TZA
ЕГДЌany,Чехия,49.9917,14.6543,16167.0,CZ,CZE
Карнаубал,Бразилия,-4.1669,-40.9428,16746.0,BR,BRA
Гроостхайм,Германия,49.9167,9.0833,16419.0,DE,DEU
Лилль,Бельгия,51.2383,апр.42,16512.0,BE,BEL
Хэм Лейк,Соединенные Штаты,45.2545,-93.2039,16783.0,US,USA
El piГ±ГІn,Колумбия,окт.39,-74.8231,16752.0,CO,COL
Terra Roxa d'Este,Бразилия,-24.1569,-54.0969,16759.0,BR,BRA
Кабесейрас де Басто,Португалия,41.5167,-8.0,16710.0,PT,PRT
Ауэ,Германия,50.5853,дек.08,16012.0,DE,DEU
Ляньи,Китай,35.2698,106.093,16529.0,CN,CHN
Остров Кампур,Индия,24.1513,88.4671,15019.0,IN,IND
Кавагоэ,Япония,35.0231,136.6739,15048.0,JP,JPN
Мадрид,Филиппины,сен.67,125.9667,16653.0,PH,PHL
Кайвен,Китай,27.1548,99.8371,16738.0,CN,CHN
Фейрберн,Соединенные Штаты,33.5496,-84.5914,16768.0,US,USA
ceadГ®r-Лунга,Молдова,46.055,28.8303,16605.0,MD,MDA
Синтоми,Япония,32.0689,131.4878,16495.0,JP,JPN
Бристоль,Соединенные Штаты,36.618,-82.1606,16762.0,US,USA
Святая Екатерина,Канада,45.4,-73.58,16762.0,CA,CAN
Бхагвангола,Индия,24.3485,88.3243,15587.0,IN,IND
Озеро Уэльс,Соединенные Штаты,27.9195,-81.5961,16759.0,US,USA
Вылазки,Франция,45.9364,июн.19,16508.0,FR,FRA
Потирендаба,Бразилия,-21.0428,-49.3769,16709.0,BR,BRA
Чорфа,Алжир,36.3617,апр.07,16173.0,DZ,DZA
Порт-Хоуп,Канада,43.95,-78.3,16753.0,CA,CAN
Церея,Италия,45.1894,ноя.66,16517.0,IT,ITA
Караваджо,Италия,45.4978,сен.31,16261.0,IT,ITA
Анаморфозы,Сальвадор,13.7333,-87.8667,16594.0,SV,SLV
Машелен,Бельгия,50.9103,апр.67,15417.0,BE,BEL
Эспартинас,Испания,37.3833,-6.1167,16048.0,ES,ESP
Дуар Табуда,Марокко,34.7167,-5.1333,16618.0,MA,MAR
Понте - де - Сер,Португалия,39.25,-8.0167,16722.0,PT,PRT
Сикомб,Великобритания,53.409,-3.029,15387.0,GB,GBR
Новомичуринск,Россия,54.0333,39.75,16710.0,RU,RUS
Товарный знак,Бельгия,50.9667,апр.33,16294.0,BE,BEL
